District_name,Transaction_count,Transaction_amount,Quater,Year,State
west siang,121772,375530981.6496287,2,2022,arunachal-pradesh
lower dibang valley,104498,271945446.39483917,2,2022,arunachal-pradesh
lower subansiri,94109,287993729.77118087,2,2022,arunachal-pradesh
papum pare,1651143,3211809407.131925,3,2022,arunachal-pradesh
west kameng,371632,945171308.1838297,3,2022,arunachal-pradesh
east siang,286766,594752976.4068052,3,2022,arunachal-pradesh
lohit,236792,461745616.9201143,3,2022,arunachal-pradesh
changlang,216609,492535245.05507845,3,2022,arunachal-pradesh
namsai,151676,277199997.0357646,3,2022,arunachal-pradesh
tawang,138313,514855579.72383255,3,2022,arunachal-pradesh
west siang,136332,395192937.9954808,3,2022,arunachal-pradesh
lower dibang valley,112848,273001216.6677967,3,2022,arunachal-pradesh
lower subansiri,109261,285712248.1429684,3,2022,arunachal-pradesh
papum pare,1917365,3401999228.93926,4,2022,arunachal-pradesh
west kameng,421418,954522716.7333798,4,2022,arunachal-pradesh
east siang,327737,623525449.463265,4,2022,arunachal-pradesh
lohit,276551,503661703.8315097,4,2022,arunachal-pradesh
changlang,254818,572195646.772961,4,2022,arunachal-pradesh
namsai,188919,307955075.5201911,4,2022,arunachal-pradesh
west siang,176377,449302139.4960692,4,2022,arunachal-pradesh
tawang,155419,518332824.89263654,4,2022,arunachal-pradesh
lower subansiri,143172,339443886.23657525,4,2022,arunachal-pradesh
lower dibang valley,137218,308329533.63406837,4,2022,arunachal-pradesh
kamrup metropolitan,194617,284766218.98487484,1,2018,assam
marigaon,79832,105067294.49868405,1,2018,assam
barpeta,67801,56352302.37753609,1,2018,assam
nagaon,66695,56352631.291476294,1,2018,assam
cachar,56481,57250290.53047233,1,2018,assam
sonitpur,51976,73005566.24909952,1,2018,assam
kamrup,47859,41868129.255927615,1,2018,assam
dibrugarh,44792,53258765.86975427,1,2018,assam
tinsukia,41237,45886201.02896822,1,2018,assam
jorhat,33322,41164542.05596451,1,2018,assam
kamrup metropolitan,320417,548619364.2308466,2,2018,assam
marigaon,109223,204057284.21875843,2,2018,assam
nagaon,105834,129818644.91478491,2,2018,assam
barpeta,102217,117541108.74699076,2,2018,assam
cachar,83921,105147622.61224496,2,2018,assam
sonitpur,82799,151230715.30607644,2,2018,assam
kamrup,74537,83338163.66068907,2,2018,assam
dibrugarh,70642,110954951.68517756,2,2018,assam
tinsukia,66715,102921465.63822293,2,2018,assam
jorhat,53341,70634515.73039348,2,2018,assam
kamrup metropolitan,476050,884121118.8280818,3,2018,assam
barpeta,145945,230125281.8407083,3,2018,assam
nagaon,142195,208584967.9650631,3,2018,assam
cachar,123735,189612378.33199263,3,2018,assam
sonitpur,116196,252135800.71617544,3,2018,assam
kamrup,112726,148929589.80060056,3,2018,assam
marigaon,102867,189132040.91743046,3,2018,assam
dibrugarh,98822,173048841.5837646,3,2018,assam
tinsukia,90928,155121755.76365337,3,2018,assam
jorhat,79724,118008412.28630178,3,2018,assam
kamrup metropolitan,686010,1345451492.4344451,4,2018,assam
nagaon,435103,317973029.4737475,4,2018,assam
barpeta,225449,354675455.9326413,4,2018,assam
marigaon,193075,207853575.09985885,4,2018,assam
cachar,187360,272342253.1327299,4,2018,assam
sonitpur,165399,358549931.5785284,4,2018,assam
kamrup,162592,236088241.49952987,4,2018,assam
dibrugarh,144931,264346941.49220377,4,2018,assam
tinsukia,127171,253718923.0695014,4,2018,assam
dhubri,120810,181651044.89215764,4,2018,assam
kamrup metropolitan,1306775,2605380335.9221573,1,2019,assam
nagaon,265767,382986937.00269973,1,2019,assam
barpeta,262834,416977891.5222329,1,2019,assam
cachar,206705,335675210.4339503,1,2019,assam
kamrup,205094,325387078.1294668,1,2019,assam
sonitpur,197716,409811805.4621542,1,2019,assam
dibrugarh,180303,308520050.14443624,1,2019,assam
marigaon,162645,225891536.78995085,1,2019,assam
tinsukia,147896,296016100.5028683,1,2019,assam
dhubri,129363,168832530.51137578,1,2019,assam
kamrup metropolitan,2488968,5089657876.792284,2,2019,assam
nagaon,231423,422774561.3600137,2,2019,assam
barpeta,228864,466786096.3962827,2,2019,assam
sonitpur,192707,444337498.7727274,2,2019,assam
cachar,177976,335126276.2091832,2,2019,assam
kamrup,176995,334724712.0725308,2,2019,assam
dibrugarh,169357,356524668.62132466,2,2019,assam
tinsukia,148294,323303192.86631006,2,2019,assam
marigaon,130459,235342996.58975655,2,2019,assam
jorhat,129744,231878110.7193352,2,2019,assam
kamrup metropolitan,2188998,6080999088.202992,3,2019,assam
barpeta,262253,505242250.25981045,3,2019,assam
nagaon,258566,491551326.21533215,3,2019,assam
sonitpur,257623,533288953.0348954,3,2019,assam
cachar,242781,426502976.7731471,3,2019,assam
dibrugarh,230118,425077484.1305032,3,2019,assam
kamrup,222439,383883901.2477784,3,2019,assam
tinsukia,196245,357008533.5524102,3,2019,assam
jorhat,167468,274329134.3924885,3,2019,assam
golaghat,121795,194779142.64060068,3,2019,assam
kamrup metropolitan,2510384,7206165641.817837,4,2019,assam
sonitpur,298139,613461613.2726699,4,2019,assam
barpeta,295624,613479659.5323288,4,2019,assam
nagaon,287586,546184547.4478518,4,2019,assam
cachar,273506,482197783.15532976,4,2019,assam
dibrugarh,255885,470389915.7975105,4,2019,assam
kamrup,249708,461559258.766533,4,2019,assam
tinsukia,224113,423685126.94560075,4,2019,assam
jorhat,185402,307700398.0221567,4,2019,assam
goalpara,139662,282003507.8056698,4,2019,assam
kamrup metropolitan,3338601,10080547554.265474,1,2020,assam
sonitpur,383179,755509094.6113625,1,2020,assam
cachar,375774,659702346.1886156,1,2020,assam
barpeta,367963,833078665.8149495,1,2020,assam
nagaon,360749,736229612.8989755,1,2020,assam
kamrup,322830,605538834.8588183,1,2020,assam
dibrugarh,317878,585327059.678019,1,2020,assam
tinsukia,286640,541758826.9845176,1,2020,assam
jorhat,232108,371072710.739732,1,2020,assam
golaghat,179380,301335497.7930421,1,2020,assam
kamrup metropolitan,2543890,7190215278.036329,2,2020,assam
nagaon,521404,889592664.4056509,2,2020,assam
barpeta,519590,967512954.9444927,2,2020,assam
sonitpur,510820,899403354.2732959,2,2020,assam
kamrup,461735,696378364.1282136,2,2020,assam
cachar,448258,671325302.7518412,2,2020,assam
dibrugarh,447580,678491572.8304845,2,2020,assam
tinsukia,420620,618021383.1902584,2,2020,assam
jorhat,306847,406689798.0164192,2,2020,assam
golaghat,290221,381486790.0123421,2,2020,assam
kamrup metropolitan,4268591,13346088870.114109,3,2020,assam
barpeta,553783,1306355860.1566281,3,2020,assam
sonitpur,540972,1164586118.8388221,3,2020,assam
nagaon,535675,1153926434.0592713,3,2020,assam
dibrugarh,526945,1106487215.771987,3,2020,assam
cachar,487493,920279966.2377983,3,2020,assam
kamrup,445726,878646586.9277798,3,2020,assam
tinsukia,442335,839411510.8503457,3,2020,assam
jorhat,315288,542788284.757088,3,2020,assam
golaghat,278714,484885427.8581189,3,2020,assam
kamrup metropolitan,5300547,16105922899.456022,4,2020,assam
barpeta,724763,2053361856.4779525,4,2020,assam
sonitpur,676306,1560923095.7659311,4,2020,assam
nagaon,667880,1665021995.8192074,4,2020,assam
dibrugarh,631601,1479167066.80543,4,2020,assam
cachar,623731,1434767202.3488228,4,2020,assam
kamrup,557203,1271039293.2521,4,2020,assam
tinsukia,543941,1209737013.9697673,4,2020,assam
jorhat,400452,815676507.4744498,4,2020,assam
goalpara,381733,1018165139.8396726,4,2020,assam
kamrup metropolitan,9400818,24003716533.697937,1,2021,assam
barpeta,768249,2378951523.3799787,1,2021,assam
dibrugarh,680608,1710571109.9822497,1,2021,assam
nagaon,675634,2019926209.3789358,1,2021,assam
sonitpur,669242,1689369790.4289408,1,2021,assam
cachar,614703,1577581912.6812966,1,2021,assam
kamrup,557802,1450662971.6951797,1,2021,assam
tinsukia,480161,1160430411.7091095,1,2021,assam
goalpara,400249,1203600745.3463283,1,2021,assam
jorhat,388882,856404785.4295709,1,2021,assam
kamrup metropolitan,12113618,26948905679.32876,2,2021,assam
barpeta,1094358,2927546915.4449625,2,2021,assam
nagaon,928187,2446953429.3994994,2,2021,assam
dibrugarh,870918,1976153977.7728927,2,2021,assam
sonitpur,848080,1929013770.5926275,2,2021,assam
cachar,743120,1680050955.980187,2,2021,assam
kamrup,737877,1686926641.03952,2,2021,assam
tinsukia,606143,1318534292.5264628,2,2021,assam
goalpara,544911,1475602701.2507868,2,2021,assam
dhubri,528440,1316708576.7981753,2,2021,assam
kamrup metropolitan,16840668,36123082534.66112,3,2021,assam
barpeta,1436928,3522432994.68204,3,2021,assam
nagaon,1156024,2903215135.784228,3,2021,assam
dibrugarh,1116075,2517711536.27678,3,2021,assam
sonitpur,1030160,2385666128.443201,3,2021,assam
cachar,998685,2285248942.8809485,3,2021,assam
kamrup,957373,2112276358.4188256,3,2021,assam
tinsukia,726497,1620117007.2069793,3,2021,assam
dhubri,668723,1682447560.536893,3,2021,assam
goalpara,650085,1747257315.9936595,3,2021,assam
kamrup metropolitan,22903930,48177919267.36949,4,2021,assam
barpeta,2145496,5341626359.643989,4,2021,assam
nagaon,1599255,4181552742.898878,4,2021,assam
dibrugarh,1489321,3247229901.0804715,4,2021,assam
sonitpur,1437714,3119948215.769208,4,2021,assam
cachar,1424029,3288405319.030481,4,2021,assam
kamrup,1326629,2906827875.9780307,4,2021,assam
dhubri,947815,2452971274.528925,4,2021,assam
tinsukia,924326,2099664801.0310597,4,2021,assam
goalpara,920783,2590433257.901761,4,2021,assam
kamrup metropolitan,28908435,60093746992.89225,1,2022,assam
barpeta,2846523,7413611760.549713,1,2022,assam
nagaon,2049272,5405490459.948577,1,2022,assam
cachar,1869862,4225305321.2857337,1,2022,assam
dibrugarh,1830668,3721424814.9586687,1,2022,assam
sonitpur,1805856,3651941482.2987123,1,2022,assam
kamrup,1708845,3838019247.423967,1,2022,assam
goalpara,1299073,3720380319.732236,1,2022,assam
dhubri,1247298,3380205337.1301537,1,2022,assam
darrang,1205741,2732173374.6894684,1,2022,assam
kamrup metropolitan,37896005,70515346667.22394,2,2022,assam
barpeta,3782074,8597920826.98738,2,2022,assam
nagaon,2624899,6401629329.647786,2,2022,assam
dibrugarh,2372318,4426557091.530311,2,2022,assam
sonitpur,2331103,4228702694.640686,2,2022,assam
cachar,2208886,4390976386.361718,2,2022,assam
kamrup,2122755,4247651138.5524573,2,2022,assam
darrang,1764727,3227701241.9922867,2,2022,assam
dhubri,1748061,4095843491.5119724,2,2022,assam
goalpara,1660385,4241626695.28664,2,2022,assam
kamrup metropolitan,39606017,69410860235.2296,3,2022,assam
barpeta,4561028,9149960686.489628,3,2022,assam
sonitpur,3096898,5410346627.41358,3,2022,assam
nagaon,2968058,6558107158.010572,3,2022,assam
cachar,2665315,5192449137.351445,3,2022,assam
kamrup,2430234,4614592326.476387,3,2022,assam
dibrugarh,2307181,3933628296.025187,3,2022,assam
jorhat,2264530,3694675386.605816,3,2022,assam
dhubri,2223747,4556385241.834757,3,2022,assam
goalpara,2054687,4590076568.303604,3,2022,assam
kamrup metropolitan,48873033,84183380553.41818,4,2022,assam
barpeta,5914147,12025232756.80872,4,2022,assam
sonitpur,3570910,5955878582.005959,4,2022,assam
kamrup,3473735,6488564510.007879,4,2022,assam
nagaon,3466436,7442294882.997084,4,2022,assam
cachar,3169492,6146128032.607638,4,2022,assam
dhubri,2801543,5696918774.408015,4,2022,assam
dibrugarh,2781759,4540236249.409073,4,2022,assam
goalpara,2471469,5401152298.290413,4,2022,assam
bongaigaon,2301942,4663672960.523357,4,2022,assam
patna,1197281,1282492050.6392517,1,2018,bihar
muzaffarpur,388401,394717112.5966706,1,2018,bihar
purbi champaran,254643,264192918.45434487,1,2018,bihar
gaya,231873,227470166.1468206,1,2018,bihar
samastipur,222241,213634124.82589722,1,2018,bihar
darbhanga,217364,224628301.62800157,1,2018,bihar
pashchim champaran,215866,236190496.6430267,1,2018,bihar
nalanda,208901,190613485.9647957,1,2018,bihar
vaishali,201678,211794626.32466358,1,2018,bihar
rohtas,201231,181378994.9786085,1,2018,bihar
patna,1650942,2328839155.6378717,2,2018,bihar
muzaffarpur,554675,841276317.7006266,2,2018,bihar
purbi champaran,373033,650452550.5678003,2,2018,bihar
gaya,324390,438042055.7809132,2,2018,bihar
darbhanga,322140,569573309.6554229,2,2018,bihar
samastipur,316985,502582636.03288114,2,2018,bihar
vaishali,316405,471071129.4019304,2,2018,bihar
nalanda,306468,368156034.4352697,2,2018,bihar
pashchim champaran,305553,542379988.9027045,2,2018,bihar
madhubani,286112,554829469.6286854,2,2018,bihar
patna,3360157,3873142430.776816,3,2018,bihar
muzaffarpur,959708,1265457842.0721817,3,2018,bihar
gaya,919453,893929004.0264461,3,2018,bihar
nalanda,896006,768203889.8354421,3,2018,bihar
rohtas,701262,668806719.3479261,3,2018,bihar
purbi champaran,544285,921447417.5581727,3,2018,bihar
pashchim champaran,427544,778844052.9981706,3,2018,bihar
vaishali,427385,660314110.7619169,3,2018,bihar
bhagalpur,422204,579615297.8454922,3,2018,bihar
darbhanga,413648,764466707.7610799,3,2018,bihar
patna,3256138,4907266831.02173,4,2018,bihar
muzaffarpur,886640,1682571935.1825838,4,2018,bihar
purbi champaran,732175,1458571863.5112107,4,2018,bihar
gaya,724866,1079658570.770959,4,2018,bihar
nalanda,666931,846144772.7533281,4,2018,bihar
pashchim champaran,582470,1215256332.6509814,4,2018,bihar
rohtas,534230,818426211.762433,4,2018,bihar
samastipur,529944,1020002681.3963063,4,2018,bihar
vaishali,522642,964760831.5562136,4,2018,bihar
darbhanga,515957,1142706537.988927,4,2018,bihar
patna,7894598,11217940482.124462,1,2019,bihar
muzaffarpur,1262299,2061506662.05161,1,2019,bihar
purbi champaran,1069790,1856147556.1115208,1,2019,bihar
gaya,1025084,1460009336.4335551,1,2019,bihar
nalanda,946010,1077003028.9911158,1,2019,bihar
pashchim champaran,938338,1627339576.7365215,1,2019,bihar
rohtas,879724,1104230103.111794,1,2019,bihar
samastipur,792952,1239854737.091689,1,2019,bihar
darbhanga,763583,1448771357.5992444,1,2019,bihar
vaishali,749004,1174950625.584596,1,2019,bihar
patna,13421445,26125484618.416542,2,2019,bihar
muzaffarpur,1260648,2730311714.0709352,2,2019,bihar
purbi champaran,937122,2207821269.5337534,2,2019,bihar
gaya,919937,1718017778.5639153,2,2019,bihar
pashchim champaran,754956,1807646307.2005067,2,2019,bihar
darbhanga,727675,1822608072.2658947,2,2019,bihar
nalanda,710450,1254625995.6495633,2,2019,bihar
vaishali,706255,1503710719.585722,2,2019,bihar
madhubani,689839,1830248520.9448543,2,2019,bihar
saran,660816,1511533675.4801161,2,2019,bihar
patna,13404838,29128507191.150093,3,2019,bihar
muzaffarpur,1526447,2988596103.6486,3,2019,bihar
gaya,1275920,1904955491.4095883,3,2019,bihar
purbi champaran,1028626,2348550130.6085625,3,2019,bihar
vaishali,835929,1574270004.8935204,3,2019,bihar
darbhanga,802970,1893397261.696498,3,2019,bihar
pashchim champaran,794590,1810006586.8164406,3,2019,bihar
saran,768342,1481370486.8404396,3,2019,bihar
nalanda,734808,1272371591.0222805,3,2019,bihar
madhubani,732727,1815165089.5718448,3,2019,bihar
patna,17235243,37707384360.64211,4,2019,bihar
muzaffarpur,1900732,4136536726.049083,4,2019,bihar
gaya,1627240,2505031784.840474,4,2019,bihar
purbi champaran,1432859,3375935181.6552954,4,2019,bihar
nalanda,1426896,1803708280.7329946,4,2019,bihar
pashchim champaran,1130965,2726720273.8232546,4,2019,bihar
rohtas,1129246,1764430308.22368,4,2019,bihar
vaishali,1092261,2283531751.166889,4,2019,bihar
darbhanga,1059279,2585981569.648556,4,2019,bihar
saran,1039542,2265346427.1538324,4,2019,bihar
patna,15560992,39935619593.17576,1,2020,bihar
muzaffarpur,2083611,4863182774.540835,1,2020,bihar
purbi champaran,1671939,4068019841.695636,1,2020,bihar
gaya,1524983,2986729749.0724163,1,2020,bihar
pashchim champaran,1495660,3918107336.096854,1,2020,bihar
darbhanga,1296525,3181062829.7925153,1,2020,bihar
siwan,1271446,3110551570.935919,1,2020,bihar
madhubani,1264352,3304637932.8787394,1,2020,bihar
samastipur,1233758,2987274105.577726,1,2020,bihar
vaishali,1177251,2609194507.873907,1,2020,bihar
patna,13807801,37859920784.96573,2,2020,bihar
muzaffarpur,2572251,5903193156.447356,2,2020,bihar
purbi champaran,2357758,5443836316.373771,2,2020,bihar
gaya,1972685,4100072381.0730147,2,2020,bihar
pashchim champaran,1947807,4653237699.000596,2,2020,bihar
madhubani,1777506,4146168147.4088635,2,2020,bihar
darbhanga,1660540,3932060943.7239046,2,2020,bihar
saran,1590231,3305092760.4327326,2,2020,bihar
bhagalpur,1561760,3998834364.7374625,2,2020,bihar
samastipur,1536299,3614031763.2833586,2,2020,bihar
patna,20716631,53687192629.51601,3,2020,bihar
muzaffarpur,3476178,8200376318.760572,3,2020,bihar
purbi champaran,3014805,7082795603.42408,3,2020,bihar
gaya,2533169,5418904171.855324,3,2020,bihar
madhubani,2378853,5502534112.219719,3,2020,bihar
darbhanga,2323627,5614591300.218319,3,2020,bihar
bhagalpur,2291210,5919155397.532424,3,2020,bihar
pashchim champaran,2269399,5255815898.1095295,3,2020,bihar
saran,2089459,4722794813.392221,3,2020,bihar
vaishali,2036376,4585312142.295209,3,2020,bihar
patna,24443301,59562106826.23723,4,2020,bihar
muzaffarpur,4970912,12202451465.695423,4,2020,bihar
purbi champaran,4295258,11303073256.046879,4,2020,bihar
gaya,3671183,8039045789.856663,4,2020,bihar
madhubani,3371688,8381284790.639081,4,2020,bihar
darbhanga,3297598,8213612835.37384,4,2020,bihar
pashchim champaran,3212814,8105523399.184195,4,2020,bihar
saran,3186771,7973001812.2863655,4,2020,bihar
bhagalpur,2991335,7190986202.2250805,4,2020,bihar
siwan,2923089,7277805273.892392,4,2020,bihar
patna,41272981,88998693556.23962,1,2021,bihar
muzaffarpur,5221017,13070944463.381813,1,2021,bihar
purbi champaran,4379932,11804741355.35818,1,2021,bihar
gaya,3790466,8943163048.402979,1,2021,bihar
bhagalpur,3729907,8757585231.542503,1,2021,bihar
darbhanga,3456999,8967471837.097118,1,2021,bihar
pashchim champaran,3418382,9047860514.271101,1,2021,bihar
madhubani,3251471,8809359759.376596,1,2021,bihar
saran,3020459,7424026781.0438,1,2021,bihar
samastipur,2833659,7326852418.778886,1,2021,bihar
patna,53400850,114936398151.99364,2,2021,bihar
